,Customer Id,Date,Product
9131,6ZKBHOEOXQXP,2019-07-21,soda
9132,BHR6W4ATD5JW,2019-02-16,roll products
9133,WTOPCV7FAK49,2019-03-09,baking powder
9134,MICEEAEQ9LX5,2019-12-06,whole milk
9135,LLPQL2TV2VFG,2019-04-13,whole milk
9136,V5198H8ZVSB6,2019-09-06,rollsbuns
9137,7VSQRDO8VO9J,2019-10-09,sliced cheese
9138,MCZ7DIR9DPOP,2019-05-20,other vegetables
9139,SB1DAS6NMYIA,2019-10-30,UHTmilk
9140,FQKDXM4TUHJB,2019-05-21,curd
9141,99X0EHH61OO1,2019-03-21,root vegetables
9142,K3SXEU2ABEV5,2019-03-27,other vegetables
9143,RYELXTDFGW4N,2019-02-11,other vegetables
9144,DSTVBOFHEJXO,2019-05-11,citrus fruit
9145,5QFJFX8SG05E,2019-06-15,tropical fruit
9146,YA68FYB1ILKF,2019-01-11,whole milk
9147,27S30CDP7QT6,2019-07-30,hygiene articles
9148,T2FSEM1T43LV,2019-09-06,pastry
9149,QAIAGD5XA9EW,2019-10-27,pastry
9150,5PA8L41ERU4H,2019-03-23,pip fruit
9151,L7BET7LK0SNW,2019-05-14,specialty cheese
9152,8PJEG1CTLCO1,2019-07-18,white bread
9153,3FP71N6N6KW3,2019-08-22,rollsbuns
9154,6QLH9GB1VJCH,2019-09-07,whole milk
9155,YL9UBGXYYAEZ,2019-12-01,soda
9156,POD1V4RAQN5L,2019-06-10,grapes
9157,NL1IWA2C51SQ,2019-07-28,bottled water
9158,51LXQSHJ7NZ8,2019-09-21,whole milk
9159,QCQ1ZB12INCR,2019-07-01,citrus fruit
9160,D3ZVOZBGSQOL,2019-04-01,specialty chocolate
9161,XRNX4L9MB23T,2019-02-02,baking powder
9162,H8HNXGK2NHNW,2019-04-01,tropical fruit
9163,FOLKKAVUJEFT,2019-07-01,mayonnaise
9164,WMA7E63AW0HN,2019-08-20,meat
9165,V1DNM5NQ8ZFJ,2019-04-16,UHTmilk
9166,3WBK3J5K0VYC,2019-10-12,frozen fish
9167,5PXFOR6WFG3H,2019-01-13,meat
9168,NFTGBBTVI7D7,2019-05-08,citrus fruit
9169,2V7J2D05Q3PN,2019-09-17,pip fruit
9170,RVR67PN57IQZ,2019-10-08,UHTmilk
9171,KQHEK6MWIWEU,2019-01-24,bottled water
9172,MWKXJST2WIYK,2019-01-24,house keeping products
9173,TEAUUZA67E8H,2019-12-30,rollsbuns
9174,SYYWDJ9MITK4,2019-04-02,sugar
9175,FD3XY4QMAVQI,2019-10-20,dessert
9176,J4BJO6DC1839,2019-11-05,root vegetables
9177,F06XLOF4L5VX,2019-11-08,yogurt
9178,8WTZ0295F3VR,2019-07-14,whole milk
9179,Z7IS3SFMHRNG,2019-05-08,citrus fruit
9180,ZYPGG9P8NXLT,2019-08-24,napkins
9181,U35KXGEYTSXS,2019-10-13,dessert
9182,HFMRMYUCHIK6,2019-06-25,citrus fruit
9183,FQGLGTSAO2BK,2019-12-05,sausage
9184,CM1G4A2C8U3D,2019-09-03,rice
9185,BDO5L6IZWP4L,2019-02-22,butter
9186,K19TCQK74EME,2019-06-26,root vegetables
9187,VHL341R11MFT,2019-06-02,coffee
9188,77W66U1FH008,2019-12-17,butter milk
9189,6WH86NDADMHW,2019-11-07,root vegetables
9190,1IFO7LXZ6GWV,2019-02-07,other vegetables
9191,55Y912HA7EZY,2019-12-14,grapes
9192,XTY10B5HRNWV,2019-08-16,brown bread
9193,OADBA278O5TU,2019-11-15,rollsbuns
9194,TUEGBFW9P4Q5,2019-04-13,other vegetables
9195,YSULDQYY0QBM,2019-07-26,pip fruit
9196,5LWUYAS3RR3Y,2019-01-11,whole milk
9197,FFNNAOFY1ZZX,2019-03-25,yogurt
9198,X8RFRI6N5HPZ,2019-09-10,whole milk
9199,THZL2FQ04HH6,2019-10-25,pip fruit
9200,YGIAE4RHZ9FK,2019-01-06,napkins
9201,F47PJF6E37EM,2019-12-05,organic sausage
9202,YOGWQIUPDAJ7,2019-08-10,butter
9203,18ZJK9PB2MKM,2019-10-29,citrus fruit
9204,LEE0S7L77VDV,2019-01-25,fruitvegetable juice
9205,R9Q0OLPTJKA7,2019-10-11,rollsbuns
9206,ACACAGDZPDW4,2019-06-24,tropical fruit
9207,FJ7BLP8OGFTI,2019-12-14,whole milk
9208,SLTPFNQM6Z00,2019-09-14,pastry
9209,8YBR4U3O295T,2019-09-16,beef
9210,RNC2FHV425UQ,2019-06-14,other vegetables
9211,LKB5I193MCA5,2019-02-28,meat spreads
9212,6FSK7R4FS4FB,2019-02-06,whippedsour cream
9213,KBN86BR167Y3,2019-04-13,sliced cheese
9214,29N54SZAJY1B,2019-09-05,chicken
9215,N7HYMT9HD3HB,2019-08-22,bottled water
9216,8XWBSFOP1QJ1,2019-04-27,pip fruit
9217,7LEZQ26R641I,2019-10-27,root vegetables
9218,1LG4YB16DWNT,2019-11-27,pastry
9219,JTWD5QWKB3G3,2019-12-14,other vegetables
9220,UMSDTGSHJRZP,2019-01-27,dessert
9221,SB1DAS6NMYIA,2019-06-09,brown bread
9222,M21MWCV77F0Q,2019-09-07,zwieback
9223,RSRWYYVRYIB9,2019-05-03,frozen meals
9224,8W4T88MYUYXK,2019-11-13,hamburger meat
9225,OUGR346RPZV1,2019-06-13,domestic eggs
9226,8T50DO8JS4BI,2019-05-12,yogurt
9227,59BZEK9IB99M,2019-09-09,soda
9228,CC9P3SODF408,2019-11-22,whole milk
9229,S5XANLQR2M7N,2019-05-23,bottled water
9230,K60HBD7ZYS9Z,2019-03-03,curd
9231,AISBP3KTDJC2,2019-01-25,butter
9232,ZQ94H4H9YC3J,2019-01-09,packaged fruitvegetables
9233,6MSD4L4T9LTW,2019-09-10,margarine
9234,A1G2R3KRK375,2019-07-15,tropical fruit
9235,F7QA0FMC9JD6,2019-04-18,meat
9236,6EZCPR1PAVPO,2019-09-13,yogurt
9237,CKVS36I8QMDK,2019-07-25,tropical fruit
9238,9DER9ASY6Z50,2019-03-25,citrus fruit
9239,DYY2I02LCTPQ,2019-08-16,whole milk
9240,TFYW0W2SHSHK,2019-10-18,berries
9241,YQG6VNA75O3Z,2019-03-23,curd
9242,OBQIZPNXZD1J,2019-12-06,whole milk
9243,2GMVP1BI6BIR,2019-11-08,hamburger meat
9244,QZ9J7GJQLA3X,2019-12-23,beef
9245,2TCQF53FZX77,2019-09-27,pip fruit
9246,SU5WZH9BTDPE,2019-11-11,other vegetables
9247,2RJVMXHT7HRG,2019-01-24,hamburger meat
9248,Q7YNI4UDELW3,2019-11-22,rollsbuns
9249,S1BOSO7MG4I6,2019-03-24,bottled water
9250,WHV92LLF7YVH,2019-11-26,pastry
9251,QGR9GJ0SRSYE,2019-05-18,butter
9252,ON9RN6J7PKRC,2019-09-18,whole milk
9253,PHZ0GYPUHINL,2019-05-11,tropical fruit
9254,F88C9Y0KJ65W,2019-03-29,pip fruit
9255,E5NL4EV4Y3WM,2019-04-25,soda
9256,LGCT8X3CKUIC,2019-07-13,bottled beer
9257,O0YJFYV3XLSF,2019-05-10,other vegetables
9258,GIQRMHJSYKDD,2019-01-21,pip fruit
9259,IV1TEUDK5ZT0,2019-08-27,root vegetables
9260,XOPNYYHOUJE4,2019-07-23,pip fruit
9261,OS27ZGNKSR18,2019-02-25,napkins
9262,20XFB2TUSUW1,2019-10-25,curd
9263,VB8XGBQ4AYXP,2019-09-06,whippedsour cream
9264,GS6Z4M5WONKT,2019-07-16,other vegetables
9265,UOGFVJZCML7Y,2019-11-29,berries
9266,YCUN2XWXSM24,2019-12-21,whole milk
9267,M5STY73SDVA9,2019-05-14,whole milk
9268,WIQT3ATWZ1QK,2019-12-06,brown bread
9269,PT1OPP0FG3VY,2019-07-07,specialty chocolate
9270,ZUJSGFZ86ZR6,2019-10-26,coffee
9271,URTK28ZA2T9M,2019-05-01,pot plants
9272,W82MHSI1KXRY,2019-02-26,frozen meals
9273,6UYT0B8NX71R,2019-08-23,specialty chocolate
9274,C3L0FXYQNPNR,2019-07-25,sugar
9275,BMU0TCP7RZ3P,2019-08-18,roll products
9276,8U48GVBAX3SH,2019-04-18,whippedsour cream
9277,HK0HKZW6R33N,2019-09-16,tropical fruit
9278,D5ZRGBVUPBB9,2019-12-12,pip fruit
9279,8AY5WS5K6NC4,2019-11-21,margarine
9280,X4CGYQ52NXHY,2019-06-06,bottled water
9281,IKDYL1T9CGN0,2019-02-17,soda
9282,HAG80CHMMGKL,2019-09-24,soda
9283,JYS0CB09H5I0,2019-09-20,rollsbuns
9284,KA01AQ09L0LK,2019-12-16,soda
9285,R6CX2VLZH0B3,2019-12-19,pip fruit
9286,12U2B7KHXUSA,2019-02-27,soda
9287,FJ91SKD34LB0,2019-08-17,root vegetables
9288,J8WUE4UDRSEG,2019-05-13,cake bar
9289,8L3X0STK6M7B,2019-03-12,soda
9290,IO90YBD77CZ1,2019-09-06,tropical fruit
9291,FPZD1SKKMGAS,2019-04-25,chocolate
9292,F4SF0H20XD9O,2019-08-26,other vegetables
9293,BU5666Z8D9ZG,2019-10-01,pot plants
9294,LUPWHSWIRQD2,2019-10-19,domestic eggs
9295,JWZFZ6I2V0T2,2019-05-19,pip fruit
9296,ASU9GI5GVATW,2019-12-18,bottled water
9297,1RVODNM58CTB,2019-08-19,root vegetables
9298,730XG4F865YL,2019-01-01,berries
9299,LC56E09E0G5S,2019-09-25,soda
9300,EFTGVDKBOF0J,2019-05-28,yogurt
9301,U57NYNJMJBW6,2019-12-28,dessert
9302,IO90YBD77CZ1,2019-09-19,domestic eggs
9303,4U495ENQBBLX,2019-08-04,pastry
9304,88YPG5B5FO2A,2019-09-15,canned vegetables
9305,Y3APDFMFQ7ZP,2019-12-24,whole milk
9306,CK6JTAZAN3I1,2019-08-22,salty snack
9307,ZQPDQLJREK2I,2019-04-09,brown bread
9308,8SATWKZR7MMX,2019-08-05,frozen vegetables
9309,XNRTXUTCX26D,2019-06-29,tropical fruit
9310,P084LNY4B6X1,2019-11-06,berries
9311,P7NB9NWX9E3O,2019-01-14,pot plants
9312,N9VQHWT3YI4J,2019-10-17,other vegetables
9313,CZRX0VWGJOMI,2019-08-28,yogurt
9314,CS41U40YII5P,2019-03-17,chicken
9315,JCABIMYILGQP,2019-08-12,frozen meals
9316,38HFYN12ADOI,2019-04-04,chicken
9317,VFQ7AUKUEM1E,2019-06-11,berries
9318,18NFNFA9VI63,2019-12-01,other vegetables
9319,32W7M25TPS87,2019-11-21,yogurt
9320,4W5Z7EBR2OJH,2019-11-05,soda
9321,6S4IBTLRPO4E,2019-08-09,white bread
9322,HBYCU56L0S2V,2019-09-27,margarine
9323,VJW4CJARJFEB,2019-12-16,curd
9324,O30PU5MJH6HW,2019-08-14,tropical fruit
9325,90CBXLDHCEHU,2019-03-04,bottled beer
9326,ON93K9TK4BGV,2019-09-17,grapes
9327,790TNBAX6O6A,2019-07-26,sugar
9328,AZYG3R63G08V,2019-03-03,onions
9329,RPGPJ3B2O14K,2019-12-25,beef
9330,UDAD3R8XO80Q,2019-02-03,domestic eggs
9331,L3LZC8FTSV9V,2019-05-05,pastry
9332,6O788MD2ZZS9,2019-01-08,whole milk
9333,47EO72X7V0UJ,2019-06-15,specialty chocolate
9334,J1F7T5ZREVSC,2019-10-07,ice cream
9335,OD7IPKAGGOT0,2019-07-03,onions
9336,MD2BNS5VIWAD,2019-03-13,citrus fruit
9337,CBHNZ6FWILUM,2019-07-21,dessert
9338,PR3GXPZI9BJJ,2019-02-04,other vegetables
9339,Q9174SG79GN3,2019-05-23,pip fruit
9340,2QKYFYQHUTBI,2019-02-03,yogurt
9341,H5H4Z69QXEQQ,2019-03-02,yogurt
9342,GTQVSB33MMAE,2019-08-21,whole milk
9343,I6R750WN8MSF,2019-11-21,frozen potato products
9344,US54BERUVVXM,2019-11-13,dessert
9345,U9D10P24Y0VD,2019-07-03,whole milk
9346,MUIJ30BJIWID,2019-06-30,margarine
9347,42MBW45EME3X,2019-01-24,chewing gum
9348,MVKOZPV9JFV1,2019-09-02,specialty bar
9349,YLV7RM5YTIWO,2019-06-07,onions
9350,PT7YA61AP4G8,2019-02-25,specialty fat
9351,MWHAHOXIWSK3,2019-06-17,tropical fruit
9352,F8SYQLUKWUAL,2019-07-07,chocolate
9353,N9J58YVKYV24,2019-03-12,citrus fruit
9354,ZFE2K8MFASPH,2019-03-05,margarine
9355,I9OEX62E29GY,2019-02-22,dessert
9356,2Z18J0XO8FG5,2019-11-17,whole milk
9357,9TFVSCPOI1BR,2019-10-05,brown bread
9358,LG3GOUK9E93Q,2019-06-11,pastry
9359,WVAUYB5LF6KV,2019-03-08,yogurt
9360,RMBC1LSON8WD,2019-05-01,brown bread
9361,XGMOO1Y0KQ09,2019-03-04,root vegetables
9362,OINTE4LV20F3,2019-06-05,chocolate
9363,Z66A23Q7RL3H,2019-10-26,whole milk
9364,4NCXGPLF3Y4X,2019-05-17,chicken
9365,UJBBZ3ZM3CJV,2019-03-02,root vegetables
9366,J6XVV59I7EH2,2019-05-18,rollsbuns
9367,KGYBDP7W8TP2,2019-05-23,yogurt
9368,IATFZZQ9JMZV,2019-03-22,whole milk
9369,K60HBD7ZYS9Z,2019-09-25,soda
9370,O1SEJJXW2F3X,2019-08-01,ice cream
9371,IG92VK8XPJK3,2019-10-21,mayonnaise
9372,D0IEV3JOMS8P,2019-10-21,tropical fruit
9373,RJPJRYWIIHOG,2019-04-18,pip fruit
9374,KK2K54A37CLB,2019-07-26,butter milk
9375,JKML5ZWXP0XQ,2019-12-15,sugar
9376,HFMRMYUCHIK6,2019-02-22,rollsbuns
9377,Z6TYFXVK5EP8,2019-05-23,bottled beer
9378,23STC8KRWW7Z,2019-01-19,whole milk
9379,BSUIZIATS1W7,2019-03-26,soda
9380,FTX3BNLHUV5Y,2019-08-12,other vegetables
9381,I6R750WN8MSF,2019-04-08,hard cheese
9382,KF6OPSJQEIWF,2019-09-19,butter milk
9383,MAQ07XH2QV6Q,2019-06-17,soda
9384,RHIRU3GARZOE,2019-10-04,fruitvegetable juice
9385,74IN0O8B0ZAR,2019-10-31,sweet spreads
9386,24NIDEJXHR01,2019-03-10,onions
9387,0RGNY9PRJ831,2019-04-03,pip fruit
9388,CVSMD8300FFT,2019-04-03,pastry
9389,PYOQCOIBLPRI,2019-04-21,whole milk
9390,A1905CA5K368,2019-08-06,bottled beer
9391,LEVJ7SU991QS,2019-12-07,white bread
9392,7LCXWS3K68MT,2019-02-14,whole milk
9393,7D92LB6908RS,2019-12-02,tropical fruit
9394,JCABIMYILGQP,2019-04-25,other vegetables
9395,12JLFDSA64TW,2019-05-09,pip fruit
9396,KGYBDP7W8TP2,2019-12-07,bottled water
9397,VM37OTGOHEJ0,2019-02-03,rollsbuns
9398,LC9DZWX0KFFH,2019-09-26,whole milk
9399,ZWOQ373I6Y71,2019-10-29,rollsbuns
9400,T8X7HRNJ9T4P,2019-07-12,other vegetables
9401,06EKB4N5JE0M,2019-06-18,whole milk
9402,PM1BQU9H9S2Q,2019-06-05,beef
9403,6AWIAP3ZV551,2019-08-10,whole milk
9404,8KYRMELYKNIH,2019-04-16,sausage
9405,41NGW85T47Q1,2019-03-12,beef
9406,Y97XIY9OJBVG,2019-02-28,soda
9407,DUCJN7QLW5K2,2019-11-28,whole milk
9408,15D48LBCRHIV,2019-08-06,onions
9409,FJ91SKD34LB0,2019-07-22,onions
9410,DVLXZXKIHW8Z,2019-11-19,whole milk
9411,268COI22LUAC,2019-04-14,whole milk
9412,8XWBSFOP1QJ1,2019-11-22,bottled beer
9413,QVGOVZQ50RTN,2019-09-21,citrus fruit
9414,CGYZIHOD68SY,2019-01-03,fruitvegetable juice
9415,GMTPZRXQ59MU,2019-07-30,white bread
9416,XCWXX15THPIX,2019-01-27,soda
9417,9RJB5Y1ME450,2019-09-08,domestic eggs
9418,APKZUDZROD7R,2019-07-26,spread cheese
9419,PVDH1BKA6X1G,2019-12-22,other vegetables
9420,Z2TP7ETXV16N,2019-10-30,grapes
9421,K1VGMIIXJDLQ,2019-07-16,semifinished bread
9422,B6WGUTO0ORD7,2019-08-02,other vegetables
9423,FJJ6OPSTOA53,2019-06-27,beef
9424,OV6UT2QQNPYH,2019-12-11,tropical fruit
9425,VLZD9AMS55U9,2019-11-05,other vegetables
9426,Q3RGZUGE1G5W,2019-12-10,beef
9427,R9LV8UAAXAYV,2019-09-13,rollsbuns
9428,GE0QP0MFCTAA,2019-06-19,frozen potato products
9429,DEWEH9YNUFWS,2019-06-29,beef
9430,2Y4Q0HUA8M62,2019-11-06,bottled beer
9431,96P5QFPRVF8O,2019-06-07,onions
9432,7T8OWD6KO6SS,2019-08-09,soda
9433,E3EA548N63AU,2019-09-03,nutsprunes
9434,0ZRF32AJ06BC,2019-03-05,dessert
9435,E0JVS1CFDXW7,2019-06-28,sausage
9436,FFEX6CS385PA,2019-08-11,meat
9437,VT5UM3WIOOIM,2019-06-25,hamburger meat
9438,R6CX2VLZH0B3,2019-08-10,yogurt
9439,IVM5HMZ4D785,2019-05-18,hamburger meat
9440,IVEHNI8IFRVI,2019-04-19,pastry
9441,OOJPBCV3S29E,2019-09-29,pip fruit
9442,LYCC877VFIQX,2019-09-16,rollsbuns
9443,0JYSYYC0SXAV,2019-04-28,male cosmetics
9444,SPJWPQD319S6,2019-12-30,citrus fruit
9445,YANIMHI9CNQP,2019-04-28,tea
9446,5Q0NF77GCUI2,2019-12-19,tropical fruit
9447,VX541P78KSA4,2019-06-20,herbs
9448,RAG4UIN1GZGM,2019-12-04,zwieback
9449,8L3X0STK6M7B,2019-10-14,tropical fruit
9450,AYBWG6VDHHFP,2019-07-20,beverages
9451,QEGPOWF51CQ5,2019-08-15,napkins
9452,QYHAPCB8Q209,2019-02-11,whole milk
9453,XGMOO1Y0KQ09,2019-07-10,rollsbuns
9454,9X82CJWTYLTH,2019-07-04,whippedsour cream
9455,0RST49TVK1M2,2019-08-22,beverages
9456,KA01AQ09L0LK,2019-07-25,other vegetables
9457,H7DHIQBZ2IIY,2019-05-11,beef
9458,UOGFVJZCML7Y,2019-08-04,fruitvegetable juice
9459,0S4XTKNBASYV,2019-12-01,hamburger meat
9460,44J2FJ6264I6,2019-05-29,whole milk
9461,GVKL3E8SN96E,2019-08-17,root vegetables
9462,AWQ3I481SOL7,2019-02-19,citrus fruit
9463,O93K5H2YCU2G,2019-04-20,soda
9464,YR14N98KULG1,2019-06-13,instant coffee
9465,9WRHM02CX4G9,2019-10-21,whole milk
9466,V9XRLFSJ3646,2019-02-19,whole milk
9467,NNROJASHUBEL,2019-07-04,pastry
9468,4GNN9BHICNUW,2019-11-23,hard cheese
9469,IN74VG42A4UK,2019-04-24,whippedsour cream
9470,99RDCZPWM4OL,2019-01-08,whole milk
9471,WZFRPFOLW1VZ,2019-10-26,whippedsour cream
9472,NQQZ8D7ZPDK8,2019-02-28,root vegetables
9473,WIQT3ATWZ1QK,2019-06-26,onions
9474,FFI4V4QK02W0,2019-12-12,curd
9475,DR0J6QQM64ZQ,2019-05-11,soda
9476,23PFYZRK92XP,2019-12-04,brown bread
9477,CUI6BN2ICOKD,2019-01-13,hamburger meat
9478,R799B64JAMG3,2019-02-27,sausage
9479,ZKP4KPCNJA71,2019-11-03,white bread
9480,597IELVVIOQQ,2019-07-17,rollsbuns
9481,0S0IOR94WEL8,2019-03-09,sausage
9482,YE5CNN2VLP49,2019-02-01,curd
9483,EXEVVP9XCNEA,2019-12-15,chicken
9484,R9LV8UAAXAYV,2019-11-21,bottled water
9485,Z8FWQ4Q59Z9R,2019-05-30,yogurt
9486,RFE06ID8GU68,2019-04-23,bottled water
9487,25OVON0OGQN8,2019-07-08,root vegetables
9488,9WOGQLACPNSF,2019-09-10,rollsbuns
9489,9KI223L3L0XO,2019-04-12,other vegetables
9490,A20MUGDM344Z,2019-09-08,butter
9491,H5PLCXAETUVQ,2019-04-28,chocolate
9492,4WY11ID1P06N,2019-06-21,fruitvegetable juice
9493,7L3VHA14TPV1,2019-10-16,whole milk
9494,90IFCQ64QBHM,2019-09-09,yogurt
9495,LYD69E1M011J,2019-10-09,yogurt
9496,JIREYK7O1CZS,2019-05-25,beef
9497,8YBR4U3O295T,2019-06-10,pip fruit
9498,9IV511MJ8NJN,2019-04-05,pastry
9499,9EDTVNBP06W7,2019-04-19,other vegetables
9500,U3MJV0O0QJCF,2019-02-21,herbs
9501,U6QWCYS01J5V,2019-03-30,napkins
9502,AMGYKK9ROZKE,2019-12-04,organic products
9503,0C8KB1N6URQC,2019-06-26,pip fruit
9504,XWRWQ7OGP1M4,2019-03-16,specialty chocolate
9505,Y0HV5DMOQMEQ,2019-06-21,pastry
9506,JSSNTHHA7U2Y,2019-07-23,tropical fruit
9507,CSESSYGZHVKM,2019-10-13,ice cream
9508,QS9XLVDQTJBT,2019-01-20,soft cheese
9509,SY974R8I6TP3,2019-07-20,whippedsour cream
9510,YBRHO3B1U9Y6,2019-08-26,chocolate marshmallow
9511,W12AI0C15WIY,2019-05-19,soda
9512,JN39JVKAUVBH,2019-01-31,decalcifier
9513,SJEPII10HUD1,2019-04-25,soda
9514,0RST49TVK1M2,2019-12-26,specialty bar
9515,9J0KIJFFDTOO,2019-01-17,other vegetables
9516,105DJC42T2LK,2019-12-19,butter milk
9517,FJJ6OPSTOA53,2019-01-26,other vegetables
9518,RJQR41X92738,2019-10-25,pip fruit
9519,YSULDQYY0QBM,2019-06-04,rollsbuns
9520,DYA1ZBHFAWP1,2019-12-03,frozen dessert
9521,QW8VR2JDWS06,2019-06-09,sliced cheese
9522,QCVZMHRCTG9I,2019-02-11,waffles
9523,ZRVRPBJLIUDO,2019-10-08,tropical fruit
9524,6LCFT5W624JN,2019-10-10,citrus fruit
9525,09AOPLAC6CLC,2019-12-27,other vegetables
9526,E7C6R7H4GUN3,2019-06-22,bottled beer
9527,9FQCHV4VO43L,2019-04-09,yogurt
9528,ILD64GD9TZRB,2019-11-27,bottled water
9529,A4W3RT3WKQM5,2019-11-27,yogurt
9530,AZHFQGER7L52,2019-01-25,whole milk
9531,2KWKJLGNP4VM,2019-04-02,flour
9532,K635V1OARGND,2019-10-15,other vegetables
9533,YE5CNN2VLP49,2019-02-20,hygiene articles
9534,32VFP78PAUFH,2019-05-30,whole milk
9535,WMH7CIEI1U26,2019-10-24,yogurt
9536,RQ2WS8G8KLHC,2019-04-13,citrus fruit
9537,D25BM9IJJA2K,2019-05-20,rollsbuns
9538,R19X2MYF502G,2019-10-27,yogurt
9539,TSLTR5I98ZZP,2019-10-18,sausage
9540,L2CIYB1G1MXV,2019-07-10,herbs
9541,F2HDB0AW6MLG,2019-04-11,whole milk
9542,9CQ9KTMEVQ43,2019-07-01,specialty bar
9543,CNNJGIM5JWCM,2019-10-17,tropical fruit
9544,JU3L7DO42BWF,2019-07-02,sugar
9545,BUWH0BKYRGAL,2019-09-02,rollsbuns
9546,HKDRSSWIWX8V,2019-09-23,beverages
9547,WZGQB7S1N1ET,2019-01-27,pastry
9548,WG3SIN1GP3X7,2019-10-31,pastry
9549,M1Z5VGFX9M5E,2019-07-06,citrus fruit
9550,ILCV7DAC5KM7,2019-11-18,beef
9551,TYVSUPN2TZOQ,2019-11-04,other vegetables
9552,3K6D758U6XEW,2019-02-04,whole milk
9553,XJ7XW9RKQ6UE,2019-08-10,rollsbuns
9554,1PHRWDEQ8LY9,2019-09-05,yogurt
9555,RJK71AQ84PU5,2019-11-20,specialty chocolate
9556,0EFX2HZAB3GN,2019-04-06,rollsbuns
9557,HKDUFAX3LWWO,2019-03-10,beverages
9558,2J5019LRHVN5,2019-10-21,berries
9559,E5W4O18QWZQW,2019-09-21,meat
9560,CK7FX4DZ5KP0,2019-10-07,processed cheese
9561,O30U12XA5PHV,2019-10-12,rollsbuns
9562,1CVD2RUVOZVS,2019-11-15,root vegetables
9563,R799B64JAMG3,2019-04-02,sausage
9564,ML6WT31458VF,2019-08-29,pip fruit
9565,76OQDL2YKRI3,2019-11-05,root vegetables
9566,4PRZCBNDES0J,2019-03-13,dish cleaner
9567,ASBT8RMSFETZ,2019-01-28,margarine
9568,X2Q71QYSK1GM,2019-07-23,tropical fruit
9569,4N30B8NUN36P,2019-06-22,rollsbuns
9570,E0ZQD5ZYSZH6,2019-12-13,curd
9571,N1EWQCYT19QW,2019-09-25,rollsbuns
9572,8D7RB0IL5B34,2019-07-15,candles
9573,G89OZ9STO7ZU,2019-09-05,hamburger meat
9574,2OQIUWK2KT6D,2019-12-02,other vegetables
9575,99RDCZPWM4OL,2019-04-21,yogurt
9576,JB0NH4C0L9X5,2019-11-20,rollsbuns
9577,AJ15Z1DPZXQN,2019-03-02,processed cheese
9578,OWL6TWNJ7VC5,2019-05-08,butter milk
9579,57OO4J3CE1UA,2019-04-05,flour
9580,JCABIMYILGQP,2019-09-07,bottled water
9581,HZB6CI8YVZYD,2019-07-26,soda
9582,Z4CNNLHXI9E4,2019-06-19,rollsbuns
9583,XMATGUOB2NQF,2019-04-14,rollsbuns
9584,6YWV97N8E998,2019-12-04,butter
9585,8W4T88MYUYXK,2019-10-25,pastry
9586,CYY384SGEFPB,2019-01-31,coffee
9587,91SMBOBHJ4GZ,2019-03-26,bottled water
9588,NIEQDQR5R2TU,2019-05-17,margarine
9589,XRNX4L9MB23T,2019-10-17,yogurt
9590,GB2T5YGWWSST,2019-04-29,coffee
9591,C1WI43RN7AEO,2019-06-04,root vegetables
9592,FIM0XQSZP3L9,2019-12-16,root vegetables
9593,GQFEB56VIQH6,2019-02-01,brown bread
9594,5A1HZYVSZJVI,2019-08-29,citrus fruit
9595,FM1D98TY7FHC,2019-09-03,fruitvegetable juice
9596,O3GSDUST7NNK,2019-11-03,butter
9597,T2HVKOSRLASQ,2019-12-11,bottled water
9598,0U9V5MZXYQG9,2019-01-28,soda
9599,MLA12FSJUJKX,2019-03-09,rollsbuns
9600,ZCAPJJ1EPE32,2019-01-26,fruitvegetable juice
9601,6NFSQX02VSR6,2019-01-23,fruitvegetable juice
9602,COVR7C7D7WKT,2019-05-12,soda
9603,0FU0KB9HV8UN,2019-01-26,beef
9604,W9W0B1JN8P0O,2019-12-26,UHTmilk
9605,0AGOEFY8O0XQ,2019-07-02,soda
9606,4AY8KNPB01CT,2019-02-02,beef
9607,62634V9C8P9O,2019-12-09,whole milk
9608,VNRJ6Y7B4YEN,2019-11-25,rollsbuns
9609,DPAUPTNK09UG,2019-11-24,whole milk
9610,NO6Z0TFWO9SX,2019-11-15,hamburger meat
9611,IP729NCEIQN4,2019-09-20,root vegetables
9612,ZSXHSU87MFCT,2019-07-08,tropical fruit
9613,0QNJ07AABINL,2019-03-08,yogurt
9614,PURX6P1LYFJI,2019-05-19,other vegetables
9615,QQU1TD87TFYJ,2019-12-19,root vegetables
9616,Y3APDFMFQ7ZP,2019-11-28,chocolate
9617,ZBQMDYYYK4PP,2019-10-29,frozen fish
9618,HFHA82BV2AC1,2019-01-10,citrus fruit
9619,N2HGZP03OK1N,2019-11-16,rollsbuns
9620,GZFY07647K1O,2019-02-26,rollsbuns
9621,SFS1WOCD8L1M,2019-03-11,whole milk
9622,VT5UM3WIOOIM,2019-02-28,other vegetables
9623,RXDASHF6FAJI,2019-02-11,meat
9624,X8461FZ0NA01,2019-04-28,margarine
9625,C1OIJGVY3X4G,2019-04-09,other vegetables
9626,WOOL4WGCIT2G,2019-09-30,tropical fruit
9627,QUOJN6XNSDEX,2019-08-14,root vegetables
9628,7GVEOUTXCERO,2019-04-07,yogurt
9629,BUKQDN9819F6,2019-06-26,domestic eggs
9630,7UYWYE6EUTV7,2019-03-17,root vegetables
9631,X1U60US8UH53,2019-08-18,spread cheese
9632,46W3FC1MPWUN,2019-06-06,hygiene articles
9633,30VAJ7SGLAMO,2019-03-24,herbs
